epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,715.88,2.02016,2.41902,1.45297,1.13046,0.49286,0.34199,0.33481,0.12803,0.49739,0.35589,0.35497,0.12661,2.21804,2.56963,1.64087,1.22553,0.001604,0.001604,0.001604
12,779.832,1.97961,2.39082,1.38645,1.1173,0.48139,0.35106,0.31614,0.12131,0.50768,0.36314,0.36127,0.13463,2.24579,2.58516,1.75668,1.20781,0.0015644,0.0015644,0.0015644
13,844.382,1.96856,2.41781,1.37401,1.10751,0.56914,0.38369,0.3671,0.14774,0.55694,0.37462,0.37529,0.14341,2.09282,2.46496,1.54478,1.1612,0.0015248,0.0015248,0.0015248
14,908.938,1.94994,2.36931,1.34772,1.10777,0.4611,0.35363,0.31249,0.1254,0.45236,0.33897,0.3168,0.11277,2.17251,2.72912,1.80956,1.22595,0.0014852,0.0014852,0.0014852
15,972.728,1.9311,2.32541,1.32648,1.08995,0.50039,0.35589,0.35459,0.14312,0.45007,0.33112,0.33039,0.12174,2.16359,2.59376,1.58954,1.18021,0.0014456,0.0014456,0.0014456
16,1034.65,1.92113,2.34342,1.32311,1.09615,0.54268,0.37523,0.36623,0.14996,0.57791,0.40181,0.42735,0.17003,2.14609,2.50185,1.49871,1.18334,0.001406,0.001406,0.001406
17,1099.68,1.90634,2.34248,1.31805,1.07759,0.50498,0.35589,0.34778,0.1438,0.55236,0.38066,0.40904,0.17015,2.15476,2.53036,1.49293,1.17385,0.0013664,0.0013664,0.0013664
18,1161.43,1.90183,2.31244,1.28629,1.07903,0.42846,0.26949,0.25867,0.09537,0.45932,0.33172,0.32882,0.12367,2.46828,2.58933,1.88242,1.30525,0.0013268,0.0013268,0.0013268
19,1224.79,1.84551,2.29374,1.25672,1.06437,0.5081,0.34743,0.34528,0.14438,0.51016,0.36311,0.37237,0.14892,2.22236,2.6703,1.61283,1.22868,0.0012872,0.0012872,0.0012872
20,1286.65,1.85791,2.28101,1.24286,1.0669,0.57305,0.36737,0.37355,0.15444,0.58854,0.37644,0.40995,0.15777,2.15576,2.55001,1.47602,1.17235,0.0012476,0.0012476,0.0012476
21,1351.74,1.84817,2.29297,1.25701,1.06264,0.51037,0.38356,0.3788,0.15171,0.47554,0.37523,0.37667,0.13234,2.11991,2.55801,1.52485,1.13893,0.001208,0.001208,0.001208
22,1414.35,1.86059,2.33389,1.24969,1.0632,0.42952,0.28157,0.23554,0.0899,0.45052,0.26526,0.24828,0.08516,2.29014,2.8213,1.99267,1.2689,0.0011684,0.0011684,0.0011684
23,1478.03,1.8362,2.2817,1.22577,1.05567,0.51853,0.37039,0.35925,0.14823,0.53785,0.38671,0.39777,0.16376,2.10339,2.49958,1.57879,1.16162,0.0011288,0.0011288,0.0011288
24,1540.7,1.81275,2.26954,1.20451,1.05243,0.56005,0.36979,0.38845,0.16206,0.57287,0.37825,0.42002,0.17614,2.14871,2.51405,1.44712,1.16511,0.0010892,0.0010892,0.0010892
25,1604.97,1.84407,2.25297,1.21967,1.05186,0.52995,0.3522,0.36841,0.15386,0.53621,0.33233,0.3781,0.15382,2.15174,2.41656,1.48589,1.17233,0.0010496,0.0010496,0.0010496
26,1667.32,1.81329,2.2411,1.19064,1.05667,0.51488,0.36918,0.34584,0.13484,0.52202,0.40181,0.39027,0.15222,2.20138,2.71896,1.57078,1.20401,0.00101,0.00101,0.00101
27,1730.47,1.8051,2.23722,1.20669,1.05066,0.53865,0.38066,0.39196,0.15809,0.51556,0.36435,0.39786,0.15458,2.15189,2.5576,1.45198,1.14474,0.0009704,0.0009704,0.0009704
28,1792.45,1.80012,2.21629,1.19367,1.04315,0.54642,0.38792,0.38172,0.15462,0.55438,0.4006,0.41097,0.16561,2.07731,2.50932,1.45829,1.14957,0.0009308,0.0009308,0.0009308
29,1856.53,1.76257,2.18844,1.17229,1.03734,0.53141,0.38429,0.38462,0.16256,0.5252,0.40437,0.42262,0.17373,2.02865,2.44328,1.38921,1.1298,0.0008912,0.0008912,0.0008912
30,1918.18,1.76078,2.21836,1.15453,1.03599,0.55605,0.38369,0.38256,0.15764,0.56682,0.4006,0.4263,0.17229,2.16392,2.48999,1.4149,1.18068,0.0008516,0.0008516,0.0008516
31,1981.32,1.77142,2.22931,1.15933,1.03469,0.51363,0.35669,0.33262,0.13034,0.4964,0.3716,0.36653,0.13916,2.19392,2.69748,1.58972,1.24956,0.000812,0.000812,0.000812
32,2043.22,1.75568,2.20354,1.13541,1.02692,0.58934,0.37281,0.37625,0.15733,0.54061,0.39577,0.40155,0.16223,2.07243,2.48205,1.4123,1.15389,0.0007724,0.0007724,0.0007724
33,2107.38,1.73279,2.14521,1.1186,1.03069,0.53504,0.3855,0.37235,0.15255,0.52067,0.39709,0.40279,0.16073,2.09919,2.47557,1.43312,1.17461,0.0007328,0.0007328,0.0007328
34,2168.75,1.73828,2.15791,1.12577,1.03431,0.5254,0.4006,0.38693,0.16664,0.52816,0.42001,0.42357,0.17273,2.06806,2.37129,1.40889,1.14843,0.0006932,0.0006932,0.0006932
35,2231.93,1.71596,2.1519,1.12503,1.02879,0.54333,0.36664,0.35629,0.14215,0.51223,0.40665,0.40822,0.16982,2.17455,2.45075,1.45169,1.19837,0.0006536,0.0006536,0.0006536
36,2293.96,1.73211,2.1745,1.12939,1.02225,0.5458,0.38912,0.37488,0.15548,0.58731,0.39819,0.42587,0.16877,2.09058,2.53966,1.36935,1.16372,0.000614,0.000614,0.000614
37,2357.42,1.69922,2.14517,1.08772,1.01588,0.57647,0.37995,0.38873,0.15689,0.56517,0.41631,0.43405,0.18289,2.0902,2.45804,1.3947,1.16755,0.0005744,0.0005744,0.0005744
38,2419.1,1.68989,2.12174,1.07798,1.01225,0.54826,0.41511,0.40041,0.16345,0.53884,0.43625,0.44128,0.1804,2.07519,2.34869,1.42397,1.16632,0.0005348,0.0005348,0.0005348
39,2482.13,1.66464,2.09686,1.06617,1.00023,0.52675,0.40121,0.379,0.14803,0.53085,0.42048,0.41499,0.1674,2.16024,2.53117,1.44633,1.19877,0.0004952,0.0004952,0.0004952
40,2546.23,1.67947,2.12285,1.04859,1.01243,0.51596,0.38006,0.35415,0.14196,0.52389,0.40483,0.40028,0.16414,2.11894,2.47786,1.45733,1.178,0.0004556,0.0004556,0.0004556
41,2608.07,1.74493,2.22874,1.12163,1.04813,0.55753,0.38912,0.38703,0.1568,0.57931,0.40725,0.43622,0.17365,2.10204,2.54171,1.38758,1.18592,0.000416,0.000416,0.000416
42,2667.52,1.72745,2.20957,1.08895,1.03276,0.5563,0.40363,0.39702,0.16104,0.56986,0.40121,0.42836,0.17834,2.0789,2.39348,1.38345,1.17202,0.0003764,0.0003764,0.0003764
43,2726.25,1.71167,2.21988,1.07298,1.03554,0.53789,0.37885,0.36052,0.14196,0.5569,0.40967,0.4146,0.16664,2.14292,2.47765,1.42883,1.19843,0.0003368,0.0003368,0.0003368
44,2785.4,1.68549,2.16934,1.05385,1.03167,0.52524,0.40121,0.38337,0.15483,0.53092,0.42332,0.42699,0.17672,2.1256,2.44696,1.35976,1.18871,0.0002972,0.0002972,0.0002972
45,2844.28,1.68759,2.13874,1.04759,1.0236,0.53916,0.40423,0.38271,0.15457,0.53443,0.43746,0.42772,0.17382,2.11141,2.39055,1.34579,1.1985,0.0002576,0.0002576,0.0002576
46,2902.8,1.68222,2.18256,1.04697,1.02157,0.51214,0.39819,0.36922,0.1495,0.53436,0.41396,0.41435,0.17155,2.14789,2.43383,1.37508,1.19744,0.000218,0.000218,0.000218
47,2960.75,1.66982,2.15768,1.04395,1.01729,0.51248,0.38731,0.36474,0.14564,0.53087,0.43263,0.41717,0.16702,2.11899,2.53758,1.39894,1.19482,0.0001784,0.0001784,0.0001784
48,3018.96,1.64309,2.13887,1.01665,1.01504,0.55294,0.39275,0.38689,0.15673,0.52527,0.43142,0.42264,0.17637,2.10541,2.42048,1.36311,1.17494,0.0001388,0.0001388,0.0001388
49,3079.72,1.64873,2.15276,1.0102,1.01278,0.53639,0.40547,0.38403,0.15578,0.55946,0.44653,0.44394,0.18057,2.11297,2.41729,1.35364,1.18499,9.92e-05,9.92e-05,9.92e-05
50,3137.51,1.62511,2.09668,0.99938,1.00602,0.53523,0.40423,0.37911,0.15387,0.53787,0.43686,0.42406,0.17573,2.1258,2.46309,1.35664,1.19432,5.96e-05,5.96e-05,5.96e-05
