epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,2930.73,1.88339,2.47066,1.18927,1.07835,0.54288,0.39283,0.39705,0.15627,0.55235,0.35329,0.37748,0.12809,2.19904,2.84919,1.41526,1.1698,0.0008516,0.0008516,0.0008516
31,3025.79,1.86912,2.48424,1.1746,1.07073,0.59191,0.3895,0.40944,0.15805,0.57961,0.36585,0.40028,0.13245,2.2093,2.7958,1.3882,1.16386,0.000812,0.000812,0.000812
32,3121.6,1.86339,2.45655,1.18402,1.06927,0.57677,0.40133,0.41539,0.17219,0.58267,0.3895,0.4178,0.14958,2.15685,2.69631,1.33656,1.14971,0.0007724,0.0007724,0.0007724
33,3214.02,1.87119,2.46877,1.16232,1.0683,0.60081,0.38285,0.41402,0.17138,0.57449,0.35329,0.39602,0.1389,2.20506,2.78741,1.35347,1.15179,0.0007328,0.0007328,0.0007328
34,3307.81,1.85295,2.45331,1.15577,1.06132,0.54461,0.40085,0.40805,0.16576,0.57417,0.36253,0.40328,0.13994,2.18629,2.77315,1.37486,1.15308,0.0006932,0.0006932,0.0006932
35,3403.15,1.86057,2.46667,1.15025,1.06328,0.56625,0.38101,0.4077,0.16222,0.52449,0.36475,0.40076,0.14288,2.17491,2.69218,1.37058,1.14854,0.0006536,0.0006536,0.0006536
36,3498.78,1.81916,2.44029,1.13928,1.05273,0.53394,0.36961,0.39327,0.15689,0.51168,0.33814,0.3713,0.12555,2.24101,2.7991,1.4523,1.16701,0.000614,0.000614,0.000614
37,3593.56,1.81289,2.39947,1.12708,1.05455,0.5648,0.39246,0.40995,0.16646,0.56158,0.37103,0.40405,0.14103,2.20039,2.81524,1.37207,1.15856,0.0005744,0.0005744,0.0005744
38,3688.79,1.79753,2.40888,1.10377,1.05357,0.55598,0.3924,0.40083,0.16316,0.56353,0.36622,0.39889,0.13976,2.17212,2.7891,1.34564,1.14895,0.0005348,0.0005348,0.0005348
39,3784.28,1.81885,2.43349,1.1202,1.05872,0.56499,0.40392,0.41266,0.16594,0.57964,0.37768,0.41245,0.1501,2.1781,2.7445,1.33196,1.15473,0.0004952,0.0004952,0.0004952
