epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,91.409,2.34437,3.01751,3.208,1.23722,0.43509,0.17972,0.16898,0.05368,0.43264,0.17871,0.17155,0.04902,2.2088,2.76399,3.80542,1.01085,0.00066092,0.00066092,0.00066092
2,153.76,2.10808,2.50473,1.98038,1.13411,0.42718,0.4115,0.34897,0.11732,0.33987,0.33865,0.25497,0.07982,2.2471,2.83699,2.79339,1.04603,0.0013013,0.0013013,0.0013013
3,215.579,2.09686,2.48791,1.70194,1.13136,0.24177,0.26238,0.14814,0.03648,0.16753,0.21571,0.08795,0.0193,2.73661,2.99583,2.34304,1.1299,0.00191528,0.00191528,0.00191528
4,275.278,2.02341,2.43438,1.52955,1.11038,0.46331,0.39385,0.36468,0.12082,0.34164,0.34377,0.26004,0.07499,2.33405,2.59124,1.7556,1.0437,0.0018812,0.0018812,0.0018812
5,334.525,2.01282,2.40435,1.44664,1.09991,0.51399,0.43426,0.40927,0.14132,0.38541,0.39556,0.32003,0.09564,2.13353,2.45919,1.61054,1.00844,0.0018416,0.0018416,0.0018416
6,395.67,2.01192,2.37188,1.43432,1.09797,0.41374,0.34604,0.30916,0.09061,0.24102,0.31474,0.19464,0.04756,2.53512,2.69736,1.91084,1.04496,0.001802,0.001802,0.001802
7,455.717,1.96498,2.32909,1.41092,1.07993,0.44557,0.39784,0.36958,0.13264,0.37893,0.38702,0.34324,0.10713,2.23557,2.51793,1.75276,1.02985,0.0017624,0.0017624,0.0017624
8,515.709,1.95203,2.29116,1.36465,1.07878,0.5235,0.41776,0.41815,0.14336,0.44287,0.32031,0.33127,0.09821,2.18733,2.54091,1.68694,1.011,0.0017228,0.0017228,0.0017228
9,574.815,1.93525,2.27392,1.35382,1.07114,0.32801,0.28173,0.22766,0.06133,0.20213,0.1975,0.12624,0.03095,2.72191,2.96931,2.09113,1.11462,0.0016832,0.0016832,0.0016832
10,634.409,1.90699,2.29444,1.32382,1.05388,0.38569,0.33054,0.29827,0.08903,0.25068,0.2971,0.19282,0.05588,2.47066,2.59781,2.18567,1.05389,0.0016436,0.0016436,0.0016436
11,696.999,1.87771,2.24992,1.30415,1.05087,0.45126,0.43483,0.39278,0.13984,0.36181,0.36653,0.31058,0.09868,2.18037,2.40853,1.72785,1.00311,0.001604,0.001604,0.001604
12,757.632,1.87476,2.23671,1.29469,1.0554,0.47499,0.37223,0.36366,0.10466,0.28026,0.31645,0.23693,0.0612,2.4775,2.63111,1.88697,1.06933,0.0015644,0.0015644,0.0015644
13,817.627,1.84323,2.21849,1.26894,1.04553,0.47908,0.42031,0.41386,0.16135,0.35832,0.39954,0.33829,0.11765,2.11326,2.42891,1.72296,0.98822,0.0015248,0.0015248,0.0015248
14,877.93,1.84597,2.21592,1.27112,1.04343,0.43999,0.38994,0.36882,0.13794,0.36836,0.35686,0.32616,0.10065,2.23901,2.61819,1.76643,1.03026,0.0014852,0.0014852,0.0014852
15,940.26,1.8663,2.21417,1.26971,1.0387,0.42714,0.39551,0.37981,0.12649,0.28815,0.33295,0.25926,0.06953,2.29268,2.76533,1.73427,1.01973,0.0014456,0.0014456,0.0014456
16,999.413,1.85223,2.23261,1.27991,1.04373,0.37427,0.33125,0.29487,0.09037,0.2552,0.30336,0.23199,0.06103,2.55129,2.7803,2.01909,1.0824,0.001406,0.001406,0.001406
17,1059.08,1.82779,2.16821,1.21505,1.03121,0.53614,0.43768,0.43452,0.15659,0.3879,0.3845,0.34828,0.10409,2.11839,2.53987,1.52645,0.99111,0.0013664,0.0013664,0.0013664
18,1118.89,1.79217,2.16102,1.20239,1.03128,0.47822,0.44508,0.43298,0.15635,0.30406,0.39499,0.31535,0.10022,2.16567,2.39474,1.59612,0.99197,0.0013268,0.0013268,0.0013268
19,1179.06,1.77498,2.15423,1.2005,1.01787,0.44342,0.47126,0.41984,0.14514,0.33458,0.41946,0.33141,0.10339,2.18133,2.46727,1.5651,1.00463,0.0012872,0.0012872,0.0012872
20,1240.58,1.78647,2.1685,1.20865,1.02767,0.51326,0.43768,0.44233,0.14596,0.33081,0.30393,0.27611,0.07598,2.21034,2.57319,1.55618,0.99715,0.0012476,0.0012476,0.0012476
21,1300.06,1.77556,2.14755,1.17679,1.01396,0.54407,0.48378,0.48809,0.18728,0.42492,0.38017,0.36454,0.11889,1.99784,2.33049,1.43157,0.96682,0.001208,0.001208,0.001208
22,1359.66,1.74296,2.11504,1.16566,1.00783,0.45354,0.39101,0.38441,0.1419,0.37102,0.35913,0.32976,0.10598,2.16956,2.54775,1.81046,1.01702,0.0011684,0.0011684,0.0011684
23,1420.27,1.73778,2.10684,1.16268,1.01142,0.48639,0.43369,0.42056,0.14273,0.35273,0.33182,0.29875,0.08139,2.23841,2.54146,1.59172,1.01772,0.0011288,0.0011288,0.0011288
24,1481.95,1.72888,2.12249,1.14586,1.00951,0.45289,0.40979,0.39355,0.12748,0.29058,0.38019,0.29173,0.08463,2.34457,2.54258,1.7899,1.01501,0.0010892,0.0010892,0.0010892
25,1541.62,1.7593,2.13702,1.17317,1.00979,0.48104,0.46386,0.43514,0.1562,0.35613,0.40524,0.33288,0.10338,2.10638,2.46006,1.57477,0.98329,0.0010496,0.0010496,0.0010496
26,1601.6,1.71463,2.08805,1.14131,1.0027,0.49074,0.44622,0.43175,0.15233,0.39543,0.36312,0.34107,0.11045,2.14972,2.4004,1.58395,0.99018,0.00101,0.00101,0.00101
27,1662,1.71667,2.12742,1.13025,1.00233,0.46328,0.4451,0.42315,0.15716,0.30008,0.38759,0.2992,0.09199,2.15367,2.43957,1.6527,0.98632,0.0009704,0.0009704,0.0009704
28,1721.25,1.67531,2.04665,1.10659,0.99339,0.52018,0.48093,0.47282,0.17647,0.39535,0.40353,0.35378,0.11073,2.05729,2.37776,1.53974,0.97861,0.0009308,0.0009308,0.0009308
29,1784.26,1.68438,2.06624,1.11098,0.99491,0.44455,0.42231,0.3816,0.12317,0.28435,0.38759,0.27431,0.07414,2.2637,2.45582,1.62083,1.00333,0.0008912,0.0008912,0.0008912
30,1843.22,1.68279,2.02898,1.09526,0.99072,0.47754,0.41719,0.40903,0.1566,0.34757,0.40694,0.34057,0.11631,2.14427,2.43146,1.72879,0.99372,0.0008516,0.0008516,0.0008516
31,1902.93,1.68523,2.06566,1.10894,0.99225,0.53401,0.43939,0.43908,0.14152,0.34968,0.29653,0.27745,0.07806,2.24266,2.52339,1.53704,1.00112,0.000812,0.000812,0.000812
