epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,1831.85,1.61421,1.92747,1.05413,0.97747,0.45649,0.4354,0.4091,0.1365,0.30537,0.37336,0.29491,0.08112,2.27741,2.71239,1.65571,1.00285,0.0008516,0.0008516,0.0008516
31,1891.04,1.57742,1.87535,1.04282,0.9755,0.55523,0.45077,0.47671,0.19016,0.40621,0.42971,0.39753,0.1387,2.025,2.17751,1.6149,0.95738,0.000812,0.000812,0.000812
32,1950.73,1.56645,1.84113,1.01904,0.97089,0.52388,0.47069,0.47034,0.16537,0.34804,0.38645,0.33205,0.09779,2.13708,2.37481,1.49371,0.97404,0.0007724,0.0007724,0.0007724
33,2010.27,1.55732,1.83041,1.01521,0.95811,0.58971,0.46101,0.46839,0.18037,0.40678,0.39442,0.37419,0.12511,2.13213,2.40759,1.52382,0.97576,0.0007328,0.0007328,0.0007328
34,2072.15,1.54051,1.85052,1.00089,0.96011,0.52192,0.45607,0.44889,0.14681,0.34302,0.35629,0.3027,0.08447,2.31962,2.89353,1.50949,1.01554,0.0006932,0.0006932,0.0006932
35,2131.55,1.53067,1.78962,1.00486,0.96191,0.49895,0.43471,0.41682,0.13456,0.30711,0.36824,0.27699,0.07989,2.30972,2.82041,1.65518,1.01626,0.0006536,0.0006536,0.0006536
36,2191.03,1.51977,1.76205,0.99038,0.95328,0.57797,0.49004,0.50468,0.18886,0.41332,0.42914,0.39384,0.13452,2.02572,2.23126,1.50014,0.95681,0.000614,0.000614,0.000614
37,2252.07,1.51279,1.74063,0.98002,0.95182,0.56995,0.49175,0.4948,0.19321,0.39978,0.44565,0.39341,0.13406,2.02071,2.2704,1.44378,0.95837,0.0005744,0.0005744,0.0005744
38,2312.7,1.50133,1.75987,0.97125,0.94555,0.52985,0.45817,0.45258,0.15667,0.34538,0.40629,0.33408,0.10717,2.20292,2.50391,1.54886,0.99692,0.0005348,0.0005348,0.0005348
39,2371.9,1.48337,1.72724,0.9726,0.94737,0.58068,0.48093,0.50767,0.20159,0.41001,0.47384,0.42078,0.14636,1.96468,2.16206,1.54501,0.94756,0.0004952,0.0004952,0.0004952
40,2432.86,1.47063,1.71778,0.94413,0.94334,0.52214,0.46891,0.46243,0.17071,0.37932,0.37279,0.33994,0.10764,2.10092,2.36709,1.51121,0.97734,0.0004556,0.0004556,0.0004556
41,2490.06,1.51817,1.81727,0.99175,0.96542,0.56317,0.51289,0.49303,0.18665,0.47757,0.44849,0.42232,0.14581,2.01433,2.29066,1.46626,0.9582,0.000416,0.000416,0.000416
42,2543.53,1.47086,1.72818,0.97285,0.95191,0.52087,0.44116,0.42394,0.14225,0.32912,0.36995,0.29281,0.08443,2.30144,2.82373,1.50855,1.00625,0.0003764,0.0003764,0.0003764
43,2598.58,1.46937,1.75672,0.9629,0.95194,0.6195,0.47074,0.51604,0.20165,0.42733,0.46044,0.41352,0.14257,1.98064,2.23133,1.49872,0.953,0.0003368,0.0003368,0.0003368
44,2651.75,1.45566,1.68731,0.94016,0.94773,0.59536,0.4832,0.49977,0.19669,0.43096,0.46101,0.42183,0.15019,1.99548,2.21502,1.52236,0.95966,0.0002972,0.0002972,0.0002972
45,2704.46,1.43141,1.67845,0.9382,0.94596,0.58874,0.50541,0.51429,0.19999,0.43772,0.43155,0.39954,0.13742,1.96118,2.16599,1.43067,0.94803,0.0002576,0.0002576,0.0002576
46,2757.67,1.42209,1.65371,0.93317,0.93869,0.57203,0.49972,0.50195,0.19472,0.41649,0.4502,0.39793,0.13936,2.01148,2.23697,1.50198,0.95935,0.000218,0.000218,0.000218
47,2812.17,1.41003,1.66725,0.91286,0.94784,0.55569,0.50028,0.49484,0.18191,0.40999,0.42288,0.3806,0.12631,2.08244,2.35725,1.45646,0.96928,0.0001784,0.0001784,0.0001784
48,2865.33,1.39433,1.6387,0.90928,0.93609,0.57866,0.51433,0.50912,0.19533,0.44381,0.45874,0.41026,0.13712,2.00605,2.26054,1.43128,0.95884,0.0001388,0.0001388,0.0001388
49,2916.79,1.39211,1.63536,0.89249,0.93044,0.54485,0.48093,0.48166,0.1759,0.39512,0.4189,0.36471,0.12128,2.13124,2.45247,1.50276,0.97662,9.92e-05,9.92e-05,9.92e-05
50,2971.1,1.37267,1.61249,0.88549,0.92676,0.58996,0.49459,0.50939,0.19559,0.42843,0.43995,0.39985,0.13744,2.03169,2.26057,1.44888,0.96287,5.96e-05,5.96e-05,5.96e-05
