epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,1951.56,1.70735,2.15654,1.12807,1.02409,0.46722,0.31307,0.30905,0.10605,0.35872,0.2787,0.26863,0.085,2.4368,2.67538,1.79642,1.07623,0.0008516,0.0008516,0.0008516
31,2016.38,1.70649,2.15034,1.14416,1.02982,0.46588,0.3278,0.31118,0.11218,0.36221,0.29131,0.26662,0.0838,2.40883,2.73337,1.95088,1.07899,0.000812,0.000812,0.000812
32,2082.05,1.7067,2.15467,1.14367,1.01806,0.47275,0.33842,0.31407,0.11256,0.39941,0.3079,0.28741,0.09362,2.41156,2.88443,1.72322,1.08725,0.0007724,0.0007724,0.0007724
33,2146.17,1.68492,2.13126,1.10916,1.02097,0.50407,0.3643,0.34449,0.12102,0.39265,0.33444,0.28948,0.09286,2.34911,2.6574,1.67909,1.08078,0.0007328,0.0007328,0.0007328
34,2211.69,1.68509,2.1283,1.08947,1.01682,0.47768,0.3635,0.34063,0.12718,0.49506,0.32913,0.33291,0.11012,2.33112,2.63055,1.64954,1.07306,0.0006932,0.0006932,0.0006932
35,2275.44,1.68789,2.12462,1.07864,1.01684,0.51517,0.36098,0.34667,0.12585,0.45544,0.28636,0.29598,0.09583,2.33346,2.71411,1.661,1.07414,0.0006536,0.0006536,0.0006536
36,2340.72,1.67795,2.12667,1.09722,1.0145,0.50714,0.35232,0.33434,0.12976,0.4737,0.32909,0.33351,0.11291,2.32937,2.67451,1.63191,1.07602,0.000614,0.000614,0.000614
37,2405.02,1.63889,2.093,1.05721,0.99699,0.54145,0.357,0.35061,0.13368,0.45113,0.30856,0.3095,0.10727,2.32234,2.66247,1.7098,1.07804,0.0005744,0.0005744,0.0005744
38,2470.46,1.65604,2.14163,1.06638,1.00669,0.5198,0.35435,0.35437,0.13393,0.46334,0.31586,0.32884,0.11008,2.31914,2.67929,1.62372,1.06856,0.0005348,0.0005348,0.0005348
39,2537,1.62773,2.06435,1.05084,0.99788,0.55019,0.3789,0.36522,0.13882,0.49549,0.35302,0.35857,0.12333,2.32866,2.66834,1.59182,1.08349,0.0004952,0.0004952,0.0004952
40,2603.13,1.61945,2.06196,1.04946,0.99885,0.51369,0.35965,0.34449,0.13631,0.48595,0.3225,0.32645,0.11936,2.31445,2.75687,1.71713,1.08284,0.0004556,0.0004556,0.0004556
41,2664.4,1.69847,2.22732,1.10929,1.03033,0.51433,0.3424,0.33476,0.11816,0.42337,0.27936,0.28347,0.09039,2.44408,2.86873,1.78914,1.09455,0.000416,0.000416,0.000416
42,2723.81,1.67603,2.15793,1.07601,1.01928,0.51238,0.36032,0.34181,0.12815,0.46387,0.33179,0.31825,0.10452,2.31235,2.62084,1.63116,1.07326,0.0003764,0.0003764,0.0003764
43,2781.65,1.66593,2.14212,1.06582,1.01614,0.4674,0.34824,0.32238,0.11952,0.43266,0.32236,0.3202,0.10934,2.40152,2.7653,1.69753,1.09466,0.0003368,0.0003368,0.0003368
44,2839.25,1.63462,2.12479,1.04741,1.01058,0.52961,0.35236,0.34951,0.13514,0.47147,0.32201,0.33016,0.11746,2.38363,2.75238,1.71227,1.0919,0.0002972,0.0002972,0.0002972
45,2898.1,1.64067,2.13028,1.02563,1.00444,0.53927,0.35634,0.3563,0.1414,0.49024,0.33577,0.34264,0.12182,2.29938,2.63053,1.60968,1.0711,0.0002576,0.0002576,0.0002576
46,2957.32,1.62755,2.14603,1.0272,1.00616,0.54765,0.36364,0.36046,0.13769,0.48604,0.33112,0.33784,0.11722,2.33846,2.68287,1.61428,1.08,0.000218,0.000218,0.000218
47,3015.65,1.61165,2.10422,1.0213,1.00268,0.53892,0.34771,0.35129,0.13336,0.43434,0.32316,0.32226,0.10941,2.3782,2.73562,1.62888,1.08123,0.0001784,0.0001784,0.0001784
48,3074.42,1.60284,2.08243,0.99232,0.99658,0.55704,0.37094,0.36363,0.13905,0.52041,0.34041,0.35696,0.12438,2.34264,2.71517,1.57691,1.08708,0.0001388,0.0001388,0.0001388
49,3133.31,1.57819,2.07193,0.98714,0.99483,0.53226,0.35236,0.35427,0.13504,0.4765,0.32714,0.34058,0.11307,2.36293,2.80145,1.63094,1.08581,9.92e-05,9.92e-05,9.92e-05
50,3191.72,1.57335,2.07322,0.9795,0.98855,0.54597,0.34837,0.35478,0.13761,0.53265,0.30252,0.33929,0.11489,2.35663,2.73944,1.63661,1.08007,5.96e-05,5.96e-05,5.96e-05
