epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,69.2042,2.49279,3.35067,3.89035,1.33484,0.38492,0.21975,0.17157,0.06379,0.41296,0.24,0.19701,0.06582,2.40285,2.98465,3.43922,1.24127,0.000661017,0.000661017,0.000661017
2,132.489,2.35866,2.9025,2.38334,1.24006,0.36728,0.31654,0.23811,0.07238,0.32603,0.28099,0.20412,0.05224,2.42189,3.36149,2.17999,1.26487,0.0013014,0.0013014,0.0013014
3,196.32,2.37774,2.87817,2.012,1.24591,0.33344,0.28691,0.20993,0.06845,0.29467,0.23107,0.16595,0.04157,2.56319,4.35004,2.10536,1.19737,0.00191537,0.00191537,0.00191537
4,258.055,2.32819,2.83273,1.81572,1.23037,0.42303,0.31283,0.25487,0.07689,0.42504,0.31432,0.26428,0.07777,2.38236,3.28702,1.91959,1.31661,0.0018812,0.0018812,0.0018812
5,320.826,2.30077,2.81963,1.74592,1.22211,0.44319,0.29679,0.26568,0.08337,0.41824,0.26815,0.25326,0.07663,2.51084,3.01474,1.75796,1.28552,0.0018416,0.0018416,0.0018416
6,382.24,2.22035,2.7361,1.66393,1.19155,0.55535,0.36821,0.36021,0.13918,0.5747,0.38437,0.40615,0.15795,2.25392,2.54044,1.52414,1.19898,0.001802,0.001802,0.001802
7,443.335,2.12528,2.61528,1.59881,1.15795,0.44351,0.32148,0.29151,0.10443,0.3891,0.30864,0.27819,0.0849,2.37666,3.13619,1.80718,1.21148,0.0017624,0.0017624,0.0017624
8,506.325,2.09661,2.6,1.56668,1.15141,0.53525,0.39356,0.36373,0.12206,0.48194,0.39062,0.35528,0.10639,2.22345,2.74691,1.60088,1.16083,0.0017228,0.0017228,0.0017228
9,567.94,2.05674,2.50856,1.51728,1.14576,0.55365,0.33679,0.34678,0.12576,0.57087,0.33383,0.36198,0.11859,2.23058,2.54075,1.62615,1.18615,0.0016832,0.0016832,0.0016832
10,630.476,2.04901,2.57726,1.48839,1.13778,0.47886,0.34074,0.31143,0.10996,0.45196,0.34173,0.31225,0.09569,2.17489,2.5199,1.9419,1.17412,0.0016436,0.0016436,0.0016436
11,693.217,1.99314,2.46741,1.43042,1.11964,0.55513,0.38864,0.37187,0.14316,0.57072,0.43605,0.43278,0.15545,2.12934,2.50126,1.47892,1.16313,0.001604,0.001604,0.001604
12,754.792,2.00745,2.43346,1.41993,1.10503,0.51312,0.4,0.37711,0.15172,0.53761,0.4158,0.41447,0.14623,2.07689,2.48672,1.45582,1.13614,0.0015644,0.0015644,0.0015644
13,817.533,1.97502,2.41958,1.40591,1.10815,0.57199,0.39309,0.40956,0.16801,0.56807,0.39852,0.43643,0.17017,2.11316,2.50308,1.42554,1.1049,0.0015248,0.0015248,0.0015248
