epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,67.2978,2.4956,3.39045,3.70507,1.32067,0.64804,0.05312,0.13962,0.04407,0.72888,0.05974,0.16272,0.03926,2.58323,4.03122,4.20075,1.23285,0.000660969,0.000660969,0.000660969
2,129.624,2.34629,2.86926,2.32726,1.22808,0.225,0.20079,0.10746,0.03168,0.27906,0.2336,0.14682,0.03841,2.77559,3.66175,2.73349,1.4339,0.00130135,0.00130135,0.00130135
3,190.444,2.33282,2.84566,1.90065,1.25368,0.29351,0.22602,0.1728,0.05858,0.30151,0.22647,0.18656,0.04912,2.77767,4.29174,2.09406,1.31793,0.00191533,0.00191533,0.00191533
4,254.507,2.26565,2.77156,1.72581,1.2218,0.32162,0.29377,0.22911,0.07188,0.30185,0.2645,0.19797,0.04905,2.52253,3.205,2.16566,1.19068,0.0018812,0.0018812,0.0018812
5,316.474,2.25393,2.75412,1.70064,1.20769,0.42675,0.28401,0.2705,0.09577,0.41049,0.30678,0.29291,0.09646,2.58366,3.00676,1.8406,1.2227,0.0018416,0.0018416,0.0018416
6,378.858,2.17398,2.63544,1.63237,1.17691,0.47689,0.3439,0.30315,0.10899,0.52522,0.37995,0.3743,0.13353,2.36645,2.77063,1.96619,1.19685,0.001802,0.001802,0.001802
7,439.558,2.10567,2.55488,1.53215,1.14197,0.37673,0.27913,0.24745,0.08567,0.364,0.25474,0.23716,0.06431,2.49872,3.13904,1.83929,1.20336,0.0017624,0.0017624,0.0017624
8,502.702,2.06014,2.51875,1.50423,1.14134,0.29025,0.14959,0.12703,0.03992,0.22805,0.14201,0.11084,0.03404,2.6664,3.0756,2.71716,1.23021,0.0017228,0.0017228,0.0017228
9,564.652,2.05057,2.50884,1.48402,1.13847,0.43303,0.29485,0.24552,0.08407,0.45896,0.31586,0.2967,0.09274,2.58427,3.14258,2.14209,1.2907,0.0016832,0.0016832,0.0016832
10,625.741,2.0422,2.49791,1.45653,1.12454,0.48468,0.33767,0.31517,0.11811,0.46776,0.3355,0.32495,0.11451,2.32615,2.88696,1.74803,1.15397,0.0016436,0.0016436,0.0016436
11,688.009,2.02183,2.44806,1.4199,1.11797,0.48653,0.36477,0.33779,0.14369,0.48656,0.3935,0.37369,0.14376,2.14957,2.65504,1.57698,1.13239,0.001604,0.001604,0.001604
12,750.96,2.03017,2.4501,1.44093,1.12427,0.55264,0.33277,0.33249,0.1284,0.55872,0.36921,0.38337,0.13732,2.29831,2.89839,1.55431,1.17753,0.0015644,0.0015644,0.0015644
13,811.737,1.98998,2.43245,1.39466,1.09889,0.53887,0.36609,0.35603,0.13795,0.5127,0.36477,0.37617,0.13051,2.25914,2.75105,1.63544,1.16723,0.0015248,0.0015248,0.0015248
14,872.92,1.9736,2.41161,1.37351,1.09782,0.48547,0.36616,0.32119,0.12925,0.50178,0.36694,0.34537,0.12229,2.25423,3.06189,1.68075,1.15846,0.0014852,0.0014852,0.0014852
15,935.287,1.95086,2.41784,1.35831,1.09065,0.51702,0.3458,0.34633,0.14828,0.478,0.36856,0.37147,0.14182,2.14248,2.7838,1.56748,1.10948,0.0014456,0.0014456,0.0014456
16,996.083,1.90726,2.32613,1.30675,1.07888,0.51238,0.37344,0.37195,0.14468,0.49563,0.35122,0.36973,0.1253,2.17657,2.7847,1.5087,1.12091,0.001406,0.001406,0.001406
17,1057.79,1.91338,2.31571,1.32838,1.08187,0.51145,0.34952,0.35411,0.14319,0.49471,0.37073,0.3822,0.15723,2.25218,2.63923,1.51661,1.13948,0.0013664,0.0013664,0.0013664
18,1118.6,1.89907,2.35649,1.31134,1.0822,0.53925,0.36531,0.3425,0.12514,0.50205,0.35827,0.34537,0.10739,2.18534,2.74325,1.5487,1.11097,0.0013268,0.0013268,0.0013268
19,1181.45,1.89887,2.31907,1.30291,1.08299,0.4581,0.33539,0.3177,0.12541,0.45254,0.3664,0.34943,0.12522,2.24809,2.78354,1.64983,1.14826,0.0012872,0.0012872,0.0012872
20,1243.74,1.88317,2.31252,1.3062,1.07471,0.54716,0.39241,0.38328,0.15731,0.57449,0.41572,0.43208,0.15929,2.144,2.61259,1.48399,1.11227,0.0012476,0.0012476,0.0012476
21,1304.41,1.90724,2.31505,1.27277,1.07619,0.53013,0.36314,0.36118,0.1456,0.5105,0.38753,0.39994,0.15511,2.20859,2.72405,1.5839,1.11861,0.001208,0.001208,0.001208
22,1365.22,1.87284,2.30464,1.26244,1.06107,0.52916,0.39295,0.38357,0.15269,0.50855,0.40054,0.40566,0.15105,2.19134,2.66964,1.50164,1.12359,0.0011684,0.0011684,0.0011684
23,1429.33,1.87296,2.31531,1.25693,1.06734,0.51303,0.37724,0.37016,0.14763,0.51719,0.38029,0.39328,0.13523,2.21916,2.65493,1.48257,1.13124,0.0011288,0.0011288,0.0011288
24,1490.42,1.84761,2.32059,1.25245,1.06626,0.54146,0.37778,0.36908,0.15254,0.56606,0.38753,0.41697,0.15384,2.19881,2.6129,1.45803,1.12095,0.0010892,0.0010892,0.0010892
25,1552.77,1.84794,2.26108,1.24485,1.0625,0.5127,0.34038,0.32888,0.12478,0.45162,0.32683,0.31665,0.10803,2.30175,2.7158,1.59005,1.13881,0.0010496,0.0010496,0.0010496
26,1613.33,1.80617,2.19629,1.2073,1.04875,0.52029,0.38157,0.36319,0.14177,0.53991,0.40488,0.39664,0.14331,2.17099,2.73663,1.51885,1.13066,0.00101,0.00101,0.00101
27,1675.51,1.802,2.26082,1.19275,1.04718,0.55073,0.38211,0.38712,0.1621,0.53508,0.37927,0.40325,0.15364,2.11662,2.67293,1.46617,1.10888,0.0009704,0.0009704,0.0009704
28,1736.79,1.80871,2.24096,1.19364,1.04041,0.52291,0.37561,0.37949,0.15066,0.52441,0.35501,0.38114,0.13686,2.15143,2.6315,1.48089,1.10479,0.0009308,0.0009308,0.0009308
29,1797.06,1.80362,2.24535,1.20328,1.04409,0.54812,0.38049,0.39763,0.16563,0.56407,0.37127,0.42007,0.15557,2.12743,2.66552,1.40973,1.10839,0.0008912,0.0008912,0.0008912
30,1858.74,1.80491,2.20091,1.21628,1.05002,0.57352,0.36098,0.37816,0.14742,0.5016,0.3664,0.38171,0.13116,2.22332,2.67141,1.50374,1.12678,0.0008516,0.0008516,0.0008516
31,1920.52,1.78603,2.22379,1.18221,1.03951,0.54274,0.40325,0.38662,0.16183,0.53764,0.4065,0.41286,0.15688,2.15412,2.69591,1.44956,1.1171,0.000812,0.000812,0.000812
32,1981.01,1.76557,2.22661,1.17151,1.03077,0.51767,0.36043,0.34895,0.13531,0.45079,0.34472,0.33721,0.1115,2.25934,2.80167,1.54924,1.14399,0.0007724,0.0007724,0.0007724
33,2041.83,1.78613,2.20688,1.15674,1.03984,0.54926,0.37398,0.38558,0.15371,0.53259,0.36531,0.39134,0.13206,2.21234,2.63755,1.46376,1.13394,0.0007328,0.0007328,0.0007328
34,2104.89,1.72435,2.15224,1.12685,1.01534,0.57112,0.39481,0.40186,0.16222,0.55594,0.41188,0.42779,0.15478,2.1529,2.71991,1.41313,1.11897,0.0006932,0.0006932,0.0006932
35,2165.07,1.74463,2.1652,1.1428,1.01835,0.53238,0.37615,0.37849,0.15197,0.50921,0.35068,0.37582,0.13338,2.15308,2.57749,1.45122,1.10265,0.0006536,0.0006536,0.0006536
36,2226.17,1.74089,2.15119,1.12513,1.02701,0.53553,0.38753,0.3697,0.16297,0.53685,0.41789,0.42002,0.17136,2.14419,2.65947,1.42318,1.11487,0.000614,0.000614,0.000614
37,2286.76,1.72355,2.13563,1.1141,1.02261,0.56252,0.38609,0.39673,0.16109,0.55436,0.38049,0.40717,0.15446,2.14459,2.67173,1.4326,1.09575,0.0005744,0.0005744,0.0005744
38,2349.41,1.71576,2.14996,1.1052,1.01135,0.53638,0.40108,0.37702,0.16135,0.55857,0.42439,0.43197,0.17473,2.14144,2.58981,1.59958,1.11536,0.0005348,0.0005348,0.0005348
39,2410.48,1.70213,2.12433,1.09443,1.0139,0.55809,0.40325,0.41161,0.17255,0.55182,0.40908,0.43549,0.16506,2.08472,2.66167,1.34992,1.10284,0.0004952,0.0004952,0.0004952
40,2471.55,1.68912,2.11548,1.08214,1.0161,0.56948,0.39512,0.40337,0.17319,0.55236,0.3935,0.42293,0.1685,2.10383,2.6091,1.39053,1.10121,0.0004556,0.0004556,0.0004556
41,2530.55,1.76734,2.25172,1.16685,1.05706,0.58506,0.38753,0.40631,0.16998,0.56442,0.40976,0.43607,0.16481,2.13084,2.60372,1.36937,1.1108,0.000416,0.000416,0.000416
42,2588.04,1.73164,2.22145,1.11062,1.03255,0.51932,0.39293,0.39224,0.16157,0.51305,0.39746,0.4098,0.14509,2.16711,2.69505,1.39118,1.11582,0.0003764,0.0003764,0.0003764
43,2644.1,1.71412,2.16938,1.09152,1.03236,0.57213,0.39621,0.39803,0.16937,0.57416,0.40412,0.43429,0.16282,2.16242,2.71314,1.36578,1.12679,0.0003368,0.0003368,0.0003368
44,2699.85,1.70914,2.16411,1.09134,1.03132,0.55071,0.4065,0.40585,0.16804,0.52091,0.39241,0.40991,0.15263,2.12952,2.63074,1.35722,1.10339,0.0002972,0.0002972,0.0002972
45,2755.91,1.68975,2.16966,1.07928,1.02964,0.55601,0.40163,0.41108,0.16888,0.56401,0.38753,0.42738,0.15652,2.16686,2.6552,1.32614,1.11902,0.0002576,0.0002576,0.0002576
46,2813.72,1.6884,2.17427,1.06634,1.01652,0.52424,0.39119,0.38807,0.15708,0.48011,0.38862,0.39079,0.14496,2.19082,2.74471,1.39011,1.11926,0.000218,0.000218,0.000218
47,2870.3,1.67661,2.16324,1.05326,1.01684,0.60333,0.3897,0.41466,0.16691,0.56692,0.37453,0.41729,0.1531,2.13952,2.626,1.32986,1.10774,0.0001784,0.0001784,0.0001784
48,2926.51,1.665,2.14331,1.04072,1.01104,0.5772,0.40271,0.40609,0.17221,0.56134,0.40759,0.43434,0.16749,2.12204,2.64624,1.33654,1.11552,0.0001388,0.0001388,0.0001388
49,2982.61,1.64863,2.11405,1.02062,1.00817,0.59213,0.38808,0.41333,0.17203,0.57987,0.3897,0.43345,0.16323,2.11316,2.61681,1.31068,1.10996,9.92e-05,9.92e-05,9.92e-05
50,3040.42,1.64567,2.13715,1.01562,1.01385,0.59443,0.4,0.41411,0.17398,0.57421,0.41247,0.44418,0.17324,2.11515,2.63133,1.31441,1.10953,5.96e-05,5.96e-05,5.96e-05
