epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,109.699,2.45871,3.29892,3.50267,1.30825,0.43491,0.30913,0.24963,0.08856,0.45695,0.33568,0.29519,0.10074,2.46288,2.93456,2.70326,1.29694,0.000662577,0.000662577,0.000662577
2,211.681,2.29844,2.86591,2.05944,1.22068,0.30546,0.26386,0.1762,0.05046,0.36577,0.28142,0.21564,0.05391,2.80221,3.60829,2.56226,1.47269,0.00130292,0.00130292,0.00130292
3,312.255,2.31883,2.87289,1.78163,1.235,0.34741,0.28025,0.21856,0.07332,0.32105,0.26965,0.21574,0.06024,2.61005,3.00369,2.02391,1.28847,0.00191687,0.00191687,0.00191687
4,409.873,2.25931,2.78992,1.63372,1.20633,0.42528,0.25527,0.24511,0.08178,0.437,0.26659,0.26906,0.07951,2.73202,3.29306,1.91761,1.38104,0.0018812,0.0018812,0.0018812
5,507.345,2.25568,2.81647,1.61384,1.19255,0.49442,0.33177,0.32974,0.13187,0.51644,0.3185,0.33963,0.12078,2.4176,3.05955,1.60355,1.24393,0.0018416,0.0018416,0.0018416
6,604.914,2.25529,2.78113,1.58088,1.19251,0.45724,0.31567,0.30998,0.12223,0.47152,0.32553,0.3306,0.12029,2.45666,2.92892,1.71717,1.22414,0.001802,0.001802,0.001802
7,702.608,2.19603,2.76331,1.52805,1.1705,0.35402,0.26464,0.22896,0.0803,0.33673,0.25956,0.22228,0.05991,2.58006,2.98925,2.134,1.21736,0.0017624,0.0017624,0.0017624
8,801.701,2.17486,2.74831,1.51441,1.16311,0.48088,0.34895,0.32556,0.13254,0.4877,0.36612,0.35296,0.13735,2.2497,2.76794,1.60271,1.1986,0.0017228,0.0017228,0.0017228
9,898.34,2.17537,2.73785,1.50593,1.16791,0.42886,0.2744,0.26626,0.09573,0.4237,0.27377,0.27471,0.08688,2.58383,3.03424,1.86117,1.2706,0.0016832,0.0016832,0.0016832
10,997.263,2.13115,2.70412,1.45485,1.14508,0.4141,0.27752,0.26786,0.09445,0.39185,0.28259,0.2739,0.08196,2.52908,2.79902,2.03915,1.22794,0.0016436,0.0016436,0.0016436
11,1093.87,2.12211,2.68026,1.4306,1.14215,0.45424,0.3267,0.32143,0.11475,0.4455,0.32279,0.32686,0.10253,2.50422,2.82473,1.65632,1.22486,0.001604,0.001604,0.001604
12,1195.24,2.11432,2.68166,1.43056,1.14297,0.48907,0.32553,0.31728,0.13747,0.47983,0.30991,0.32098,0.11667,2.26005,2.90521,1.60009,1.19916,0.0015644,0.0015644,0.0015644
13,1293.72,2.08737,2.6485,1.38102,1.12197,0.49413,0.32631,0.33187,0.11878,0.5045,0.35792,0.3814,0.1294,2.4614,2.75556,1.57221,1.25366,0.0015248,0.0015248,0.0015248
14,1392.39,2.09281,2.64793,1.39711,1.1254,0.52502,0.31538,0.3339,0.12253,0.51245,0.29899,0.32151,0.1016,2.45038,3.02404,1.71198,1.22543,0.0014852,0.0014852,0.0014852
15,1488.97,2.07303,2.65484,1.38636,1.12253,0.5209,0.37897,0.37143,0.1473,0.57713,0.37705,0.41037,0.14999,2.33493,2.85664,1.5323,1.22777,0.0014456,0.0014456,0.0014456
16,1586.69,2.05352,2.59681,1.34084,1.11125,0.52795,0.34621,0.33375,0.13836,0.56948,0.33663,0.34424,0.1169,2.38105,3.17613,1.55654,1.24035,0.001406,0.001406,0.001406
17,1684.09,2.04063,2.61677,1.34032,1.11308,0.57023,0.379,0.38825,0.14851,0.59316,0.3548,0.38984,0.12917,2.33908,2.86936,1.51326,1.24236,0.0013664,0.0013664,0.0013664
18,1782.97,2.06458,2.61776,1.34506,1.12542,0.51871,0.31148,0.32806,0.13495,0.52651,0.31616,0.34884,0.12603,2.3647,2.84353,1.65187,1.21385,0.0013268,0.0013268,0.0013268
19,1881.86,2.03223,2.58286,1.31714,1.10617,0.51391,0.32982,0.34543,0.1306,0.51283,0.33075,0.36418,0.11557,2.32946,2.69,1.62617,1.19308,0.0012872,0.0012872,0.0012872
20,1977.92,2.00931,2.6001,1.31227,1.10065,0.50833,0.34738,0.3506,0.13134,0.51508,0.31924,0.3445,0.11015,2.34684,2.97783,1.53291,1.21243,0.0012476,0.0012476,0.0012476
21,2074.34,1.99981,2.58553,1.28748,1.09494,0.57408,0.37237,0.39989,0.17159,0.56489,0.363,0.39875,0.14098,2.2456,2.96113,1.45571,1.18116,0.001208,0.001208,0.001208
22,2170.71,1.96952,2.54913,1.27161,1.09179,0.5198,0.35285,0.34376,0.13713,0.53969,0.32982,0.35911,0.12446,2.33719,2.85688,1.52203,1.19316,0.0011684,0.0011684,0.0011684
23,2267.76,1.98077,2.58432,1.27351,1.09226,0.56447,0.379,0.38938,0.157,0.5604,0.37627,0.4059,0.13708,2.30372,2.87839,1.45658,1.21441,0.0011288,0.0011288,0.0011288
24,2371.08,1.98427,2.55064,1.26662,1.09462,0.59163,0.34582,0.37525,0.15116,0.59135,0.34737,0.39198,0.13634,2.34269,2.937,1.50045,1.24288,0.0010892,0.0010892,0.0010892
25,2477.62,1.96492,2.51578,1.24801,1.08302,0.58646,0.3669,0.38506,0.15249,0.60542,0.36651,0.41465,0.14325,2.29142,2.82613,1.4536,1.20538,0.0010496,0.0010496,0.0010496
26,2581.58,1.9542,2.53717,1.22725,1.08467,0.52222,0.33831,0.35433,0.126,0.52311,0.29469,0.33103,0.10211,2.51948,2.89145,1.53932,1.2503,0.00101,0.00101,0.00101
27,2685.83,1.93972,2.50525,1.22436,1.08789,0.50512,0.33187,0.33854,0.1266,0.50706,0.32641,0.34696,0.11209,2.45865,2.8698,1.57857,1.26277,0.0009704,0.0009704,0.0009704
28,2791.54,1.93253,2.52323,1.21221,1.07813,0.51583,0.33185,0.34573,0.13267,0.53956,0.29664,0.32984,0.11077,2.42466,3.03582,1.54828,1.22667,0.0009308,0.0009308,0.0009308
29,2897.99,1.90507,2.45755,1.19377,1.06769,0.60667,0.38173,0.4104,0.17371,0.64253,0.37627,0.43043,0.15372,2.20905,2.83403,1.3922,1.18458,0.0008912,0.0008912,0.0008912
30,3005.19,1.94458,2.51669,1.20783,1.08072,0.62236,0.37705,0.40463,0.16751,0.62897,0.36339,0.4037,0.13687,2.27012,2.92738,1.42058,1.19561,0.0008516,0.0008516,0.0008516
