epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,2702.11,1.904,2.48746,1.16644,1.07057,0.51171,0.34364,0.34008,0.13148,0.49834,0.33466,0.34167,0.10828,2.38489,3.29928,1.48227,1.25664,0.0008912,0.0008912,0.0008912
30,2798.75,1.8641,2.43028,1.15,1.06734,0.48476,0.32379,0.31805,0.1255,0.48772,0.31521,0.3229,0.10739,2.3884,3.21122,1.52841,1.256,0.0008516,0.0008516,0.0008516
31,2895.7,1.86866,2.44613,1.14011,1.06481,0.49931,0.33965,0.32883,0.12988,0.51258,0.33716,0.34153,0.10956,2.36755,3.25363,1.47593,1.25945,0.000812,0.000812,0.000812
32,2991.93,1.87264,2.45207,1.13655,1.0637,0.4976,0.37157,0.3581,0.14698,0.52375,0.35652,0.36878,0.12159,2.25644,3.0938,1.45199,1.20254,0.0007724,0.0007724,0.0007724
33,3085.33,1.871,2.45641,1.12829,1.06458,0.51927,0.34314,0.32776,0.13089,0.52404,0.32563,0.34001,0.11442,2.37708,3.08631,1.50683,1.26177,0.0007328,0.0007328,0.0007328
34,3180.73,1.8476,2.43518,1.11807,1.05931,0.52878,0.34065,0.34227,0.13969,0.53347,0.32419,0.35374,0.12361,2.34869,3.02528,1.47222,1.24256,0.0006932,0.0006932,0.0006932
35,3274.3,1.84647,2.43122,1.11673,1.05196,0.45834,0.33616,0.32529,0.13268,0.46175,0.32269,0.33172,0.1076,2.28866,3.04983,1.49615,1.2134,0.0006536,0.0006536,0.0006536
36,3366.06,1.85685,2.44023,1.10087,1.05911,0.50769,0.34913,0.33242,0.13269,0.51729,0.36359,0.36306,0.12318,2.37373,3.15869,1.4493,1.26048,0.000614,0.000614,0.000614
37,3459.2,1.80669,2.40185,1.08598,1.04428,0.47138,0.37456,0.33606,0.14047,0.51952,0.34414,0.35629,0.12194,2.28783,3.05608,1.44233,1.23197,0.0005744,0.0005744,0.0005744
38,3552.86,1.80802,2.37814,1.07735,1.04977,0.48412,0.34364,0.31593,0.12352,0.50853,0.33017,0.3331,0.10519,2.41632,3.33114,1.51174,1.2775,0.0005348,0.0005348,0.0005348
39,3644.57,1.78587,2.38402,1.06565,1.04499,0.47111,0.35162,0.30798,0.12091,0.47822,0.33278,0.30964,0.09139,2.40997,3.45941,1.5665,1.29451,0.0004952,0.0004952,0.0004952
40,3735.18,1.80176,2.34643,1.05517,1.03761,0.49345,0.35312,0.32938,0.12809,0.50598,0.33616,0.33195,0.10407,2.35323,3.24934,1.46531,1.25012,0.0004556,0.0004556,0.0004556
41,3823.25,1.8511,2.50261,1.11335,1.08078,0.48627,0.33766,0.32144,0.13061,0.50699,0.30923,0.32276,0.10341,2.31555,3.15833,1.48148,1.23836,0.000416,0.000416,0.000416
42,3908.12,1.83224,2.49234,1.08883,1.07936,0.48821,0.35411,0.32795,0.12935,0.52511,0.32219,0.33059,0.10339,2.36196,3.31091,1.45155,1.26743,0.0003764,0.0003764,0.0003764
43,3991.89,1.81289,2.45694,1.07269,1.07426,0.4509,0.35345,0.31032,0.12352,0.51726,0.32269,0.32472,0.10192,2.36706,3.27328,1.46357,1.27297,0.0003368,0.0003368,0.0003368
44,4076.96,1.80512,2.47471,1.06565,1.07048,0.48723,0.35411,0.32874,0.12619,0.47969,0.34564,0.3465,0.10732,2.41727,3.23687,1.45075,1.28364,0.0002972,0.0002972,0.0002972
45,4160.42,1.76687,2.42871,1.04323,1.05262,0.46336,0.35062,0.30788,0.123,0.54698,0.31022,0.32766,0.10636,2.44764,3.34498,1.44028,1.31174,0.0002576,0.0002576,0.0002576
46,4243.84,1.7676,2.42818,1.03635,1.05829,0.45513,0.3586,0.31598,0.12605,0.48972,0.33367,0.331,0.10375,2.39754,3.3794,1.43132,1.28943,0.000218,0.000218,0.000218
47,4327.75,1.7718,2.41655,1.03095,1.05633,0.46531,0.3591,0.32346,0.12814,0.51048,0.31986,0.33542,0.10769,2.38202,3.29278,1.42643,1.27628,0.0001784,0.0001784,0.0001784
48,4411.7,1.7636,2.40837,1.02508,1.04762,0.47642,0.3616,0.32562,0.13137,0.52013,0.3192,0.3357,0.10819,2.36695,3.24935,1.42116,1.26897,0.0001388,0.0001388,0.0001388
49,4497.36,1.73177,2.38945,1.00326,1.04181,0.46117,0.36459,0.32959,0.13047,0.52149,0.33466,0.34769,0.11384,2.35321,3.23856,1.41519,1.26349,9.92e-05,9.92e-05,9.92e-05
50,4582.17,1.71941,2.37957,0.99522,1.03848,0.48979,0.35761,0.33411,0.13309,0.55041,0.32569,0.35085,0.11462,2.36133,3.25063,1.41535,1.26851,5.96e-05,5.96e-05,5.96e-05
