epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,66.149,2.71816,3.47958,3.98469,1.41296,0.56898,0.09719,0.15789,0.05195,0.61581,0.10519,0.18132,0.0512,2.38604,2.59746,3.20874,1.17964,0.00066087,0.00066087,0.00066087
2,129.902,2.45352,2.87367,2.44746,1.24383,0.35335,0.27022,0.22209,0.07599,0.32901,0.26834,0.21033,0.06182,2.37082,2.80363,2.119,1.21146,0.00130125,0.00130125,0.00130125
3,191.452,2.42839,2.87936,2.09795,1.23951,0.44457,0.34459,0.29967,0.08884,0.38374,0.31763,0.25399,0.0649,2.39204,2.72444,1.78861,1.19669,0.00191523,0.00191523,0.00191523
4,253.813,2.353,2.85726,1.89943,1.20787,0.34263,0.30785,0.22285,0.05955,0.21781,0.25626,0.12239,0.02906,2.51852,2.77589,1.99134,1.22824,0.0018812,0.0018812,0.0018812
5,315.638,2.35305,2.81123,1.85638,1.18989,0.38324,0.34945,0.27949,0.09283,0.34802,0.3523,0.25772,0.07488,2.26474,2.59857,1.69161,1.13846,0.0018416,0.0018416,0.0018416
6,377.26,2.32051,2.79635,1.8212,1.18277,0.4328,0.37837,0.33642,0.11674,0.38835,0.30758,0.28807,0.08477,2.29702,2.54277,1.71,1.18772,0.001802,0.001802,0.001802
7,440.53,2.32154,2.71843,1.78911,1.18854,0.39315,0.34844,0.28602,0.08989,0.28337,0.29096,0.18933,0.04688,2.35143,2.8706,1.85675,1.19018,0.0017624,0.0017624,0.0017624
8,501.958,2.2751,2.6967,1.70888,1.16133,0.46324,0.35467,0.33689,0.12039,0.41367,0.32119,0.2975,0.09642,2.23886,2.32857,1.6414,1.16557,0.0017228,0.0017228,0.0017228
9,562.242,2.26616,2.72121,1.69755,1.15644,0.40931,0.33446,0.29149,0.089,0.31841,0.28415,0.23826,0.06507,2.52937,2.70758,1.72053,1.23423,0.0016832,0.0016832,0.0016832
10,623.184,2.23902,2.67922,1.706,1.15753,0.38873,0.27852,0.2606,0.08706,0.393,0.29037,0.2756,0.09748,2.33391,2.57305,2.52604,1.16241,0.0016436,0.0016436,0.0016436
11,682.775,2.22826,2.69243,1.64283,1.14803,0.54901,0.41192,0.42121,0.15161,0.48545,0.4083,0.39385,0.12974,2.14307,2.32049,1.53449,1.12748,0.001604,0.001604,0.001604
12,742.56,2.14265,2.57242,1.57873,1.11858,0.4563,0.39437,0.36928,0.14254,0.39788,0.35111,0.32969,0.10899,2.11514,2.36065,1.59185,1.10271,0.0015644,0.0015644,0.0015644
13,803.164,2.16429,2.63013,1.58499,1.13199,0.43388,0.3517,0.32139,0.10032,0.34018,0.31453,0.25559,0.06813,2.34576,2.63755,1.68107,1.16313,0.0015248,0.0015248,0.0015248
14,864.026,2.11709,2.55975,1.54989,1.11848,0.49672,0.408,0.3994,0.14906,0.44866,0.35496,0.35041,0.11083,2.08132,2.36538,1.49834,1.09916,0.0014852,0.0014852,0.0014852
15,924.204,2.12906,2.56315,1.54218,1.10632,0.44983,0.35321,0.33852,0.12549,0.35904,0.33096,0.30394,0.09739,2.21265,2.37387,1.60508,1.1096,0.0014456,0.0014456,0.0014456
16,985.703,2.09614,2.53758,1.52964,1.1032,0.50127,0.42726,0.41355,0.15205,0.41245,0.36859,0.34106,0.10608,2.07872,2.27539,1.44383,1.09316,0.001406,0.001406,0.001406
17,1045.93,2.11181,2.56257,1.53961,1.1009,0.48563,0.41274,0.40505,0.14841,0.42565,0.3744,0.35223,0.11693,2.0892,2.2319,1.46801,1.08422,0.0013664,0.0013664,0.0013664
18,1107.46,2.11455,2.57705,1.50868,1.10002,0.5284,0.41431,0.41532,0.15157,0.44254,0.36385,0.36255,0.11544,2.21461,2.46994,1.40571,1.12818,0.0013268,0.0013268,0.0013268
19,1168.4,2.08476,2.51873,1.51007,1.08225,0.48751,0.38844,0.37848,0.1273,0.38799,0.34193,0.32094,0.0914,2.26804,2.37539,1.53423,1.16403,0.0012872,0.0012872,0.0012872
20,1229.16,2.06913,2.53791,1.49902,1.09281,0.48892,0.40119,0.39696,0.1364,0.39967,0.37481,0.33465,0.09812,2.2124,2.40067,1.57443,1.1307,0.0012476,0.0012476,0.0012476
21,1289.67,2.06658,2.52115,1.46417,1.08796,0.52584,0.42749,0.42898,0.17344,0.48273,0.37393,0.39532,0.14391,2.00849,2.24926,1.4307,1.07543,0.001208,0.001208,0.001208
22,1351.08,2.08159,2.54407,1.49065,1.09499,0.52901,0.43733,0.42215,0.1518,0.46114,0.38993,0.36978,0.11081,2.1263,2.44593,1.40806,1.09563,0.0011684,0.0011684,0.0011684
23,1412.38,2.04147,2.4867,1.46412,1.09136,0.51677,0.46193,0.45568,0.18316,0.48076,0.42489,0.436,0.15209,1.99736,2.19976,1.3465,1.05567,0.0011288,0.0011288,0.0011288
